question_id,question_level,context,question,possible_answers,correct_answer_num,question_type
B1.1.L1,B1,"Choćebuske koparske mustwo Energija – FCE je z wuspěchom nowu sezonu započało. Prěnju hru přećiwo mustwu z Osnabrücka su Choćebuscy hrajerjo z rezultatom 3:0 dobyli. To běchu prěnje tři dypki za Energiju! Nowy trenar je nowu kulturu hraća připowědźił. Přećiwnik dyrbi so sčasom zamylić a z njewočakowanymi atakami z koncepta přinjesć. Prěni raz je so to poradźiło, nadźijomnje dźerži nowa kultura hač do kónca sezony.","Rozsudźće, kotre nadpismo so najlěpje ke kotremu tekstej hodźi.","1 Microsoft chce składowanske kapacity interneće rozšěrić 
2 Skótny lěkar doporuča šćěpjenje za kóčku 
3 Serbski ludowy ansambl přeprošuje na nowy program 
4 Nowa kultura hraća pola FCE 
5 Kuchnja w Sprjewinej zakładnej šuli saněrowana 
6 Z energiju lutować tyje swójskej móšni 
7 Hdźe je naša luba kóčka? 
8 Internet – wulka pomoc 
9 Domjace produkty w šulskej kuchni 
10 Serbski ludowy ansambl na parkowym swjedźenju",4,reading_B1_1
B1.1.L2,B1,"Internet je dobra wěc. Hižo někotre kliknjenja z myšku dosahaja a nimale žane prašenje njewostanje bjez wotmołwy, dokelž je tu gigantiski fundus informacijow přistupny. Nimo Wikipedije a druhich platformow su dźensa nimale wšitke zarjady, institucije abo towarstwa w interneće prezentne. Tež serbske institucije maja swoje webstrony. Zajimcy zhonja tam wjele wo dźěle institucijow abo towarstwow, wo aktualnych zarjadowanjach a terminach. Tež fota su jara woblubowane.","Rozsudźće, kotre nadpismo so najlěpje ke kotremu tekstej hodźi.","1 Microsoft chce składowanske kapacity interneće rozšěrić 
2 Skótny lěkar doporuča šćěpjenje za kóčku 
3 Serbski ludowy ansambl přeprošuje na nowy program 
4 Nowa kultura hraća pola FCE 
5 Kuchnja w Sprjewinej zakładnej šuli saněrowana 
6 Z energiju lutować tyje swójskej móšni 
7 Hdźe je naša luba kóčka? 
8 Internet – wulka pomoc 
9 Domjace produkty w šulskej kuchni 
10 Serbski ludowy ansambl na parkowym swjedźenju",8,reading_B1_1
B1.1.L3,B1,"Česćeni lubowarjo serbskeje kultury! 
W januarje je zaso tak daloko, swjećimy ptači kwas. A Wy sće wšitcy wutrobnje přeprošeni. Serbski ludowy ansambl předstaji swój nowy pisany program. To njesměće skomdźić. Dožiwiće woblubowane spěwy w serbskej rěči a temperamentne reje, k tomu lóštne dźiwadłowe sceny. Potajkim widźimy so 15. januara w 19.30 hodź. na žurli Serbskeho ludoweho ansambla w Budyšinje. Simultany přełožk je zaručeny.","Rozsudźće, kotre nadpismo so najlěpje ke kotremu tekstej hodźi.","1 Microsoft chce składowanske kapacity interneće rozšěrić 
2 Skótny lěkar doporuča šćěpjenje za kóčku 
3 Serbski ludowy ansambl přeprošuje na nowy program 
4 Nowa kultura hraća pola FCE 
5 Kuchnja w Sprjewinej zakładnej šuli saněrowana 
6 Z energiju lutować tyje swójskej móšni 
7 Hdźe je naša luba kóčka? 
8 Internet – wulka pomoc 
9 Domjace produkty w šulskej kuchni 
10 Serbski ludowy ansambl na parkowym swjedźenju",3,reading_B1_1
B1.1.L4,B1,"Lubi susodźa, 
pytamy našu kóčku! 
Wona rěka Mimi a je jedne lěto stara, ma šěry kožuch, běły lack a prědku naprawo běłu packu. 
Jeje woči stej zelenej. 
Mimi je inteligentna a jara přitulna. Wona lubuje dźěći a so ludźi njeboji. 
Jeli je něchtó našu kóčku widźał abo namakał, zazwońće prošu na swójbu Mackec pod čisłom 035793 939495. 
Naša mała Anika je jara zrudna a čaka na swoju Mimi.","Rozsudźće, kotre nadpismo so najlěpje ke kotremu tekstej hodźi.","1 Microsoft chce składowanske kapacity interneće rozšěrić 
2 Skótny lěkar doporuča šćěpjenje za kóčku 
3 Serbski ludowy ansambl přeprošuje na nowy program 
4 Nowa kultura hraća pola FCE 
5 Kuchnja w Sprjewinej zakładnej šuli saněrowana 
6 Z energiju lutować tyje swójskej móšni 
7 Hdźe je naša luba kóčka? 
8 Internet – wulka pomoc 
9 Domjace produkty w šulskej kuchni 
10 Serbski ludowy ansambl na parkowym swjedźenju",7,reading_B1_1
B1.1.L5,B1,"Strowa jědź je wažna za dźěći a dorosćenych. Tohodla přewjedźe so akcija „Warjenska turneja z Tomašom Zeleńkom”. Tomaš Zeleńk je kuchar a přewjedźe akciju na zakładnych šulach wokrjesa Sprjewja-Nysa. 
Hromadźe z personalom šule a dźěćimi wari strowu jědź z domjacych produktow. Wón wužiwa sezonowu zeleninu a sad z domjacych zahrodow. Z jednorymi receptami kuzła słódny wobjed. Wučerjo a dźěći smědźa potom hódnoćić, hač je wobjed dobry abo nic.","Rozsudźće, kotre nadpismo so najlěpje ke kotremu tekstej hodźi.","1 Microsoft chce składowanske kapacity interneće rozšěrić 
2 Skótny lěkar doporuča šćěpjenje za kóčku 
3 Serbski ludowy ansambl přeprošuje na nowy program 
4 Nowa kultura hraća pola FCE 
5 Kuchnja w Sprjewinej zakładnej šuli saněrowana 
6 Z energiju lutować tyje swójskej móšni 
7 Hdźe je naša luba kóčka? 
8 Internet – wulka pomoc 
9 Domjace produkty w šulskej kuchni 
10 Serbski ludowy ansambl na parkowym swjedźenju",9,reading_B1_1
B1.1.L6,B1,"Pohlad do noweho krajneho sejma w Podstupimje
Serbski wuběrk wokrjesa Sprjewja-Nysa přewjedźe kóžde lěto kubłanskujězbu. Lětsa je sej wón do Braniborskeje stolicy, do Podstupima, wulećał.Cil bě nowy Braniborski krajny sejm. Bus parkowaše blisko dwórnišća a sku-pina poda so pěši do směra parlamenta. Zdaloka hižo wulke nowe twarjenjeparlamenta wuhladachu. Hnydom při zachodźe wita hosći z Delnjeje Łužicydwurěčna tafla z němskim a delnjoserbskim nadpismom „Landtag Branden-burg – Krajny sejm Bramborska”.
Přez Fortunowy portal, kotryž je hłowny zachod do twarjenja krajneho sejma,zastupja potom do šěrokeho nutřkowneho dwora. Tu wisaja tři chorhoje –němska, braniborska a europska. Serbska chorhoj so jenož na wěstych dnjachwupowěša. Zamołwity za zjawnostne dźěło parlamenta powita skupinu awjedźe ju do foyera. Tam steji model sejma. Na tutym modelu rozkładźe, kotrerumnosće nowe moderne twarjenje ma.
Design sejma je nimale spartaniski, ale praktiski. Na štyrjoch etažach suběrowowe rumnosće zapósłancow, přistajenych parlamenta, politiskichfrakcijow, wuběrkow a ministrow. Krajny sejm ma dohromady 390 dźěłowychměstnow.
Na kóždej etaži je mjeńša žurla za wšelake wuradźowanja. W srjedźišćutwarjenja je plenarna žurla z wulkosću 470 kwadratnych metrow a 88 měst-nami za Braniborski parlament. Žurla ma tež tribunu za wopytowarjow ze160 městnami. Tu nadeńdźemy tež moderny medijowy centrum.
Z wulkeje terasy na štwórtej etaži maja hosćo wulkotny wuhlad na dwór abliske twarjenja w centrumje města. Pódla terasy je kantina parlamenta.Hłowna barba w cyłym sejmje je běła, tak su durje, wokna, schody, sćěny azdźěla tež meble wuhotowane. Někotre elementy pak su čerwjene, kažšpundowanje abo meble we wěstych rumnosćach. Architektura a nutřkow-ne wuhotowanje tworitej cyłk – w braniborskimaj barbomaj.
Hosćom so wšitko jara lubi. Woni so dźakuja za kompetentne wjedźenje. Přirozžohnowanju hišće zhonja, zo su někotre dźěle internetowych stronowkrajneho sejma tež w delnjoserbskej rěči, zo eksistuje delnjoserbski flyerwo twarjenju a zo móžeš na interaktiwnych informaciskich stołpach teždelnjoserbske teksty čitać.",Štó přewjedźe kubłansku jězbu? ,"1 Braniborski krajny sejm 
2 serbski wuběrk 
3 Domowinska skupina Podstupim",2,reading_B1_2
B1.1.L7,B1,"Pohlad do noweho krajneho sejma w Podstupimje
Serbski wuběrk wokrjesa Sprjewja-Nysa přewjedźe kóžde lěto kubłanskujězbu. Lětsa je sej wón do Braniborskeje stolicy, do Podstupima, wulećał.Cil bě nowy Braniborski krajny sejm. Bus parkowaše blisko dwórnišća a sku-pina poda so pěši do směra parlamenta. Zdaloka hižo wulke nowe twarjenjeparlamenta wuhladachu. Hnydom při zachodźe wita hosći z Delnjeje Łužicydwurěčna tafla z němskim a delnjoserbskim nadpismom „Landtag Branden-burg – Krajny sejm Bramborska”.
Přez Fortunowy portal, kotryž je hłowny zachod do twarjenja krajneho sejma,zastupja potom do šěrokeho nutřkowneho dwora. Tu wisaja tři chorhoje –němska, braniborska a europska. Serbska chorhoj so jenož na wěstych dnjachwupowěša. Zamołwity za zjawnostne dźěło parlamenta powita skupinu awjedźe ju do foyera. Tam steji model sejma. Na tutym modelu rozkładźe, kotrerumnosće nowe moderne twarjenje ma.
Design sejma je nimale spartaniski, ale praktiski. Na štyrjoch etažach suběrowowe rumnosće zapósłancow, přistajenych parlamenta, politiskichfrakcijow, wuběrkow a ministrow. Krajny sejm ma dohromady 390 dźěłowychměstnow.
Na kóždej etaži je mjeńša žurla za wšelake wuradźowanja. W srjedźišćutwarjenja je plenarna žurla z wulkosću 470 kwadratnych metrow a 88 měst-nami za Braniborski parlament. Žurla ma tež tribunu za wopytowarjow ze160 městnami. Tu nadeńdźemy tež moderny medijowy centrum.
Z wulkeje terasy na štwórtej etaži maja hosćo wulkotny wuhlad na dwór abliske twarjenja w centrumje města. Pódla terasy je kantina parlamenta.Hłowna barba w cyłym sejmje je běła, tak su durje, wokna, schody, sćěny azdźěla tež meble wuhotowane. Někotre elementy pak su čerwjene, kažšpundowanje abo meble we wěstych rumnosćach. Architektura a nutřkow-ne wuhotowanje tworitej cyłk – w braniborskimaj barbomaj.
Hosćom so wšitko jara lubi. Woni so dźakuja za kompetentne wjedźenje. Přirozžohnowanju hišće zhonja, zo su někotre dźěle internetowych stronowkrajneho sejma tež w delnjoserbskej rěči, zo eksistuje delnjoserbski flyerwo twarjenju a zo móžeš na interaktiwnych informaciskich stołpach teždelnjoserbske teksty čitać.",Nadpismo při zachodźe Braniborskeho krajneho sejma je ,"1 němske a delnjoserbske. 
2 němske a jendźelske. 
3 němske a pólske.",1,reading_B1_2
B1.1.L8,B1,"Pohlad do noweho krajneho sejma w Podstupimje
Serbski wuběrk wokrjesa Sprjewja-Nysa přewjedźe kóžde lěto kubłanskujězbu. Lětsa je sej wón do Braniborskeje stolicy, do Podstupima, wulećał.Cil bě nowy Braniborski krajny sejm. Bus parkowaše blisko dwórnišća a sku-pina poda so pěši do směra parlamenta. Zdaloka hižo wulke nowe twarjenjeparlamenta wuhladachu. Hnydom při zachodźe wita hosći z Delnjeje Łužicydwurěčna tafla z němskim a delnjoserbskim nadpismom „Landtag Branden-burg – Krajny sejm Bramborska”.
Přez Fortunowy portal, kotryž je hłowny zachod do twarjenja krajneho sejma,zastupja potom do šěrokeho nutřkowneho dwora. Tu wisaja tři chorhoje –němska, braniborska a europska. Serbska chorhoj so jenož na wěstych dnjachwupowěša. Zamołwity za zjawnostne dźěło parlamenta powita skupinu awjedźe ju do foyera. Tam steji model sejma. Na tutym modelu rozkładźe, kotrerumnosće nowe moderne twarjenje ma.
Design sejma je nimale spartaniski, ale praktiski. Na štyrjoch etažach suběrowowe rumnosće zapósłancow, přistajenych parlamenta, politiskichfrakcijow, wuběrkow a ministrow. Krajny sejm ma dohromady 390 dźěłowychměstnow.
Na kóždej etaži je mjeńša žurla za wšelake wuradźowanja. W srjedźišćutwarjenja je plenarna žurla z wulkosću 470 kwadratnych metrow a 88 měst-nami za Braniborski parlament. Žurla ma tež tribunu za wopytowarjow ze160 městnami. Tu nadeńdźemy tež moderny medijowy centrum.
Z wulkeje terasy na štwórtej etaži maja hosćo wulkotny wuhlad na dwór abliske twarjenja w centrumje města. Pódla terasy je kantina parlamenta.Hłowna barba w cyłym sejmje je běła, tak su durje, wokna, schody, sćěny azdźěla tež meble wuhotowane. Někotre elementy pak su čerwjene, kažšpundowanje abo meble we wěstych rumnosćach. Architektura a nutřkow-ne wuhotowanje tworitej cyłk – w braniborskimaj barbomaj.
Hosćom so wšitko jara lubi. Woni so dźakuja za kompetentne wjedźenje. Přirozžohnowanju hišće zhonja, zo su někotre dźěle internetowych stronowkrajneho sejma tež w delnjoserbskej rěči, zo eksistuje delnjoserbski flyerwo twarjenju a zo móžeš na interaktiwnych informaciskich stołpach teždelnjoserbske teksty čitać.",Kelko čłonow ma Braniborski krajny sejm?,"1 160
2 88
3 390",2,reading_B1_2
B1.1.L9,B1,"Pohlad do noweho krajneho sejma w Podstupimje
Serbski wuběrk wokrjesa Sprjewja-Nysa přewjedźe kóžde lěto kubłanskujězbu. Lětsa je sej wón do Braniborskeje stolicy, do Podstupima, wulećał.Cil bě nowy Braniborski krajny sejm. Bus parkowaše blisko dwórnišća a sku-pina poda so pěši do směra parlamenta. Zdaloka hižo wulke nowe twarjenjeparlamenta wuhladachu. Hnydom při zachodźe wita hosći z Delnjeje Łužicydwurěčna tafla z němskim a delnjoserbskim nadpismom „Landtag Branden-burg – Krajny sejm Bramborska”.
Přez Fortunowy portal, kotryž je hłowny zachod do twarjenja krajneho sejma,zastupja potom do šěrokeho nutřkowneho dwora. Tu wisaja tři chorhoje –němska, braniborska a europska. Serbska chorhoj so jenož na wěstych dnjachwupowěša. Zamołwity za zjawnostne dźěło parlamenta powita skupinu awjedźe ju do foyera. Tam steji model sejma. Na tutym modelu rozkładźe, kotrerumnosće nowe moderne twarjenje ma.
Design sejma je nimale spartaniski, ale praktiski. Na štyrjoch etažach suběrowowe rumnosće zapósłancow, přistajenych parlamenta, politiskichfrakcijow, wuběrkow a ministrow. Krajny sejm ma dohromady 390 dźěłowychměstnow.
Na kóždej etaži je mjeńša žurla za wšelake wuradźowanja. W srjedźišćutwarjenja je plenarna žurla z wulkosću 470 kwadratnych metrow a 88 měst-nami za Braniborski parlament. Žurla ma tež tribunu za wopytowarjow ze160 městnami. Tu nadeńdźemy tež moderny medijowy centrum.
Z wulkeje terasy na štwórtej etaži maja hosćo wulkotny wuhlad na dwór abliske twarjenja w centrumje města. Pódla terasy je kantina parlamenta.Hłowna barba w cyłym sejmje je běła, tak su durje, wokna, schody, sćěny azdźěla tež meble wuhotowane. Někotre elementy pak su čerwjene, kažšpundowanje abo meble we wěstych rumnosćach. Architektura a nutřkow-ne wuhotowanje tworitej cyłk – w braniborskimaj barbomaj.
Hosćom so wšitko jara lubi. Woni so dźakuja za kompetentne wjedźenje. Přirozžohnowanju hišće zhonja, zo su někotre dźěle internetowych stronowkrajneho sejma tež w delnjoserbskej rěči, zo eksistuje delnjoserbski flyerwo twarjenju a zo móžeš na interaktiwnych informaciskich stołpach teždelnjoserbske teksty čitać.",Plenarna žurla ma wulkosć ,"1 wokoło štyrista kwadratnych metrow. 
2 nimale pjećstow kwadratnych metrow. 
3 mjenje hač třista kwadratnych metrow.",2,reading_B1_2
B1.1.L10,B1,"Pohlad do noweho krajneho sejma w Podstupimje
Serbski wuběrk wokrjesa Sprjewja-Nysa přewjedźe kóžde lěto kubłanskujězbu. Lětsa je sej wón do Braniborskeje stolicy, do Podstupima, wulećał.Cil bě nowy Braniborski krajny sejm. Bus parkowaše blisko dwórnišća a sku-pina poda so pěši do směra parlamenta. Zdaloka hižo wulke nowe twarjenjeparlamenta wuhladachu. Hnydom při zachodźe wita hosći z Delnjeje Łužicydwurěčna tafla z němskim a delnjoserbskim nadpismom „Landtag Branden-burg – Krajny sejm Bramborska”.
Přez Fortunowy portal, kotryž je hłowny zachod do twarjenja krajneho sejma,zastupja potom do šěrokeho nutřkowneho dwora. Tu wisaja tři chorhoje –němska, braniborska a europska. Serbska chorhoj so jenož na wěstych dnjachwupowěša. Zamołwity za zjawnostne dźěło parlamenta powita skupinu awjedźe ju do foyera. Tam steji model sejma. Na tutym modelu rozkładźe, kotrerumnosće nowe moderne twarjenje ma.
Design sejma je nimale spartaniski, ale praktiski. Na štyrjoch etažach suběrowowe rumnosće zapósłancow, přistajenych parlamenta, politiskichfrakcijow, wuběrkow a ministrow. Krajny sejm ma dohromady 390 dźěłowychměstnow.
Na kóždej etaži je mjeńša žurla za wšelake wuradźowanja. W srjedźišćutwarjenja je plenarna žurla z wulkosću 470 kwadratnych metrow a 88 měst-nami za Braniborski parlament. Žurla ma tež tribunu za wopytowarjow ze160 městnami. Tu nadeńdźemy tež moderny medijowy centrum.
Z wulkeje terasy na štwórtej etaži maja hosćo wulkotny wuhlad na dwór abliske twarjenja w centrumje města. Pódla terasy je kantina parlamenta.Hłowna barba w cyłym sejmje je běła, tak su durje, wokna, schody, sćěny azdźěla tež meble wuhotowane. Někotre elementy pak su čerwjene, kažšpundowanje abo meble we wěstych rumnosćach. Architektura a nutřkow-ne wuhotowanje tworitej cyłk – w braniborskimaj barbomaj.
Hosćom so wšitko jara lubi. Woni so dźakuja za kompetentne wjedźenje. Přirozžohnowanju hišće zhonja, zo su někotre dźěle internetowych stronowkrajneho sejma tež w delnjoserbskej rěči, zo eksistuje delnjoserbski flyerwo twarjenju a zo móžeš na interaktiwnych informaciskich stołpach teždelnjoserbske teksty čitać.",Čerwjena barba je ,"1 na schodach. 
2 na durjach a sćěnach. 
3 na špundowanju.",3,reading_B1_2
B1.1.S1,B1,"Luba mama,
nětko sym hižo ( I ) njedźele po puću. Moje sportowe koleso so woprawdźe ( II ) hodźi za tajku turu. Ale ty sy zawěsće ( III ), što sym dožiwił, abo?
( IV ) Stockholmje sym dwaj dnjej wostał. Město je krasne a wjedro bě rjenje słónčne a ćopłe. Potom sym z ( V ) do Uppsale jěł a sej tam znatu katedralu a uniwersitu wobhladał.
Potom pak ( VI ) wulki čas, dale pućować. Mějach tola hišće 1000 kilometrow před ( VII ). Z kolesom podach so ( VIII ) regiona Dalarny, kotryž je woprawdźita parlička.
Štomy su wulke a stare, jězory čiste a błyšćate a mój stan wobdawachu čorne ( IX ) a wonjaty wrjós. Sym tam tajku ćišinu dožiwił, ( X ) běch cyle zakuzłany. Bě ćežko za mnje, so zaso na ciwilizaciju zwučić. Sym momentanje žiwy bjez chwatka a bjez toho, zo stajnje na časnik hladam.
Nětko ( XI ) w ćahu do Trondheima, do Norwegskeje. To je moja přichodna stacija. Sym strowy a ( XII ) so derje wjedźe. Nječiń sej žane starosće.
Ze sewjera strowi
twój Matej",Wupjelńće městno čo. I z prawym słowom. ,"1 pjeć 
2 tři 
3 jedyn",2,grammar_B1_1
B1.1.S2,B1,"Luba mama,
nětko sym hižo ( I ) njedźele po puću. Moje sportowe koleso so woprawdźe ( II ) hodźi za tajku turu. Ale ty sy zawěsće ( III ), što sym dožiwił, abo?
( IV ) Stockholmje sym dwaj dnjej wostał. Město je krasne a wjedro bě rjenje słónčne a ćopłe. Potom sym z ( V ) do Uppsale jěł a sej tam znatu katedralu a uniwersitu wobhladał.
Potom pak ( VI ) wulki čas, dale pućować. Mějach tola hišće 1000 kilometrow před ( VII ). Z kolesom podach so ( VIII ) regiona Dalarny, kotryž je woprawdźita parlička.
Štomy su wulke a stare, jězory čiste a błyšćate a mój stan wobdawachu čorne ( IX ) a wonjaty wrjós. Sym tam tajku ćišinu dožiwił, ( X ) běch cyle zakuzłany. Bě ćežko za mnje, so zaso na ciwilizaciju zwučić. Sym momentanje žiwy bjez chwatka a bjez toho, zo stajnje na časnik hladam.
Nětko ( XI ) w ćahu do Trondheima, do Norwegskeje. To je moja přichodna stacija. Sym strowy a ( XII ) so derje wjedźe. Nječiń sej žane starosće.
Ze sewjera strowi
twój Matej",Wupjelńće městno čo. II z prawym słowom. ,"1 dobre 
2 dobry 
3 derje",3,grammar_B1_1
B1.1.S3,B1,"Luba mama,
nětko sym hižo ( I ) njedźele po puću. Moje sportowe koleso so woprawdźe ( II ) hodźi za tajku turu. Ale ty sy zawěsće ( III ), što sym dožiwił, abo?
( IV ) Stockholmje sym dwaj dnjej wostał. Město je krasne a wjedro bě rjenje słónčne a ćopłe. Potom sym z ( V ) do Uppsale jěł a sej tam znatu katedralu a uniwersitu wobhladał.
Potom pak ( VI ) wulki čas, dale pućować. Mějach tola hišće 1000 kilometrow před ( VII ). Z kolesom podach so ( VIII ) regiona Dalarny, kotryž je woprawdźita parlička.
Štomy su wulke a stare, jězory čiste a błyšćate a mój stan wobdawachu čorne ( IX ) a wonjaty wrjós. Sym tam tajku ćišinu dožiwił, ( X ) běch cyle zakuzłany. Bě ćežko za mnje, so zaso na ciwilizaciju zwučić. Sym momentanje žiwy bjez chwatka a bjez toho, zo stajnje na časnik hladam.
Nětko ( XI ) w ćahu do Trondheima, do Norwegskeje. To je moja přichodna stacija. Sym strowy a ( XII ) so derje wjedźe. Nječiń sej žane starosće.
Ze sewjera strowi
twój Matej",Wupjelńće městno čo. III z prawym słowom. ,"1 wćipna 
2 wćipnje 
3 wćipniša",1,grammar_B1_1
B1.1.S4,B1,"Luba mama,
nětko sym hižo ( I ) njedźele po puću. Moje sportowe koleso so woprawdźe ( II ) hodźi za tajku turu. Ale ty sy zawěsće ( III ), što sym dožiwił, abo?
( IV ) Stockholmje sym dwaj dnjej wostał. Město je krasne a wjedro bě rjenje słónčne a ćopłe. Potom sym z ( V ) do Uppsale jěł a sej tam znatu katedralu a uniwersitu wobhladał.
Potom pak ( VI ) wulki čas, dale pućować. Mějach tola hišće 1000 kilometrow před ( VII ). Z kolesom podach so ( VIII ) regiona Dalarny, kotryž je woprawdźita parlička.
Štomy su wulke a stare, jězory čiste a błyšćate a mój stan wobdawachu čorne ( IX ) a wonjaty wrjós. Sym tam tajku ćišinu dožiwił, ( X ) běch cyle zakuzłany. Bě ćežko za mnje, so zaso na ciwilizaciju zwučić. Sym momentanje žiwy bjez chwatka a bjez toho, zo stajnje na časnik hladam.
Nětko ( XI ) w ćahu do Trondheima, do Norwegskeje. To je moja přichodna stacija. Sym strowy a ( XII ) so derje wjedźe. Nječiń sej žane starosće.
Ze sewjera strowi
twój Matej",Wupjelńće městno čo. IV z prawym słowom. ,"1 z 
2 do 
3 w",3,grammar_B1_1
