question_id,question_level,context,question,possible_answers,correct_answer_num,question_type
A2.1.H9,A2,"Kedźbu! Nětko je přestawka. Tam prědku je tankowanišćo. Tam je tež nuznik. Móžeće tu w busu kofej a ćopłe kołbaski kupić. Kofej płaći 50 centow a ćopłe kołbaski 1,20 €.",Móžemy w busu kofej a kołbaski kupić.,"1 prawje
2 wopak",1,listening_A2_2
A2.1.H10,A2,"To je naša nowa sekretarka. Wona rěka Weronika Nowakowa. Tři lěta bě sekretarka na Serbskim gymnaziju w Budyšinje. Wot 1. oktobra dźěła wona tu pola nas w Kulowje. Witajće k nam, knjeni Nowakowa!",Knjeni Nowakowa dźěła wot 1. oktobra w Kulowje.,"1 prawje
2 wopak",1,listening_A2_2
A2.1.H11,A2,"Halo Borbora, tu je Hańžka. Ja chcu póndźelu zaso do fitnesoweho studija jěć. Chcu sportować. Přińdźeš sobu? Jutře njejsym doma. Móžemoj pjatk wječor telefonować? Měj so rjenje!",Hdy chce Hańžka sportować? ,"1 jutře 
2 póndźelu
3 pjatk",2,listening_A2_3
A2.1.H12,A2,"Dobry dźeń, Stefanie. Chcemy sobotu wječor do kina hić? Tam běži super-film „Die Friseurin“ z Gabrielu Mariju Šmajdźinej. Wona je Serbowka a bydli w Bremenje. Jeje mać pak bydli w Budyšinje. Božemje!",Hdźe bydli Gabriela Marija Šmajdźina?,"1 w Budyšinje 
2 w Bremenje 
3 w Berlinje",2,listening_A2_3
A2.1.H13,A2,"Halo Kristina, prošu dźi nakupować. Přińdu hakle wječor domoj a chcemy potom pizzu jěsć. Za to trjebamy hišće cyble, salami a twarožk. Najlěpši je gouda, přinjes hnydom 500 gramow. Hač do wječora, moja luba!",Što dyrbi Kristina kupić? ,"1 cyble, salami a gouda 
2 cyble, salami a twaroh 
3 tomaty, salami a twarožk",1,listening_A2_3
A2.1.H14,A2,"Halo, tu je Marja Brězanowa. Mam dźensa termin pola was. Bohužel njemóžu přińć. Moja dźowka je chora. Přichodny štwórtk zaso dźěłam. Maće pjatk swobodny termin? Prošu zazwońće mje na handy. Čisło maće.",Hdy Marja Brězanowa zaso dźěła?,"1 dźensa 
2 štwórtk 
3 pjatk",2,listening_A2_3
A2.1.H15,A2,Halo mama! Tu je Julija. Smy w Drježdźanach. Smy w Semperowej operje byli. Tu je jara rjenje a nětko chcemy hišće do hosćenca. Naši hólcy chcedźa na piwo hić. Mi pak piwo njesłodźi. Piju rady cocktail. Sobotu sym zaso doma.,Hdźe chce Julija hić? ,"1 do Semperoweje opery 
2 domoj 
3 do hosćenca",3,listening_A2_3
A2.1.L01,A2,"Luba Martina, 
wjele zboža k narodninam. Bohužel njemóžu dźensa popołdnju k tebi na kofej přińć. Dyrbju dźensa dołho dźěłać. Ale sobotu na fetu přińdu. Trjebaš hišće něšto za fetu? Snano wino abo wodu? Napisaj mi, što dyrbju kupić. 
Lubje strowi Daniela",Martina ma narodniny.,"1 prawje
2 wopak",1,reading_A2_1
A2.1.L1,A2,"Luba Martina, 
wjele zboža k narodninam. Bohužel njemóžu dźensa popołdnju k tebi na kofej přińć. Dyrbju dźensa dołho dźěłać. Ale sobotu na fetu přińdu. Trjebaš hišće něšto za fetu? Snano wino abo wodu? Napisaj mi, što dyrbju kupić. 
Lubje strowi Daniela",Daniela njepřińdźe na kofej.,"1 prawje
2 wopak",1,reading_A2_1
A2.1.L2,A2,"Luba Martina, 
wjele zboža k narodninam. Bohužel njemóžu dźensa popołdnju k tebi na kofej přińć. Dyrbju dźensa dołho dźěłać. Ale sobotu na fetu přińdu. Trjebaš hišće něšto za fetu? Snano wino abo wodu? Napisaj mi, što dyrbju kupić. 
Lubje strowi Daniela",Daniela chce piwo kupić.,"1 prawje
2 wopak",2,reading_A2_1
A2.1.L3,A2,"Luby knjez Wićazo,
chceće rady Serbske Nowiny čitać. To nas wjeseli. Poskićimy Wam abonement na jedne lěto. To płaći w ćišćanej wersiji wot póndźele hač do pjatka k Wam domoj 79,20 €. Serbske Nowiny w pdf-formaće płaća 48,00 €.
Prošu napisajće, što sej přejeće.",Knjez Wićaz chce Serbske Nowiny čitać.,"1 prawje
2 wopak",1,reading_A2_1
A2.1.L4,A2,"Luby knjez Wićazo,
chceće rady Serbske Nowiny čitać. To nas wjeseli. Poskićimy Wam abonement na jedne lěto. To płaći w ćišćanej wersiji wot póndźele hač do pjatka k Wam domoj 79,20 €. Serbske Nowiny w pdf-formaće płaća 48,00 €.
Prošu napisajće, što sej přejeće.",Serbske Nowiny dóstanjeće wot póndźele hač do soboty,"1 prawje
2 wopak",2,reading_A2_1
A2.1.L5,A2,"Luby knjez Wićazo,
chceće rady Serbske Nowiny čitać. To nas wjeseli. Poskićimy Wam abonement na jedne lěto. To płaći w ćišćanej wersiji wot póndźele hač do pjatka k Wam domoj 79,20 €. Serbske Nowiny w pdf-formaće płaća 48,00 €.
Prošu napisajće, što sej přejeće.","Abonement jako pdf-ka płaći 79,20 € na lěto.","1 prawje
2 wopak",2,reading_A2_1
A2.1.L11,A2,"Bórkowy – moja ródna wjes
Rěkam Cornelia Pankowa. Sym so w Bórkowach narodźiła a dźensahišće tu bydlu. Sym nětko 36 lět stara a dźěłam jako marketingowasobudźěłaćerka w turistiskim běrowje. Lubuju swoje dźěło a swojudomiznu.
Bórkowy su idyliska wjes, přez cyłu wjes běži rěka Sprjewja a sodźěli do wjele rěčkow – do znatych Błótow. W lěću je tu přecowjele turistow. Woni čołmikuja, padluja, kolesuja abo sowuchodźuja.
Ale tež w zymje je tu rjenje. Mamy znatu termu, welnesoweposkitki we wšelakich hotelach, mały muzej a wjele móžnosćowza nakupowanje. Naša gmejna so tež wo kulturne zarjadowanjastara. Mamy tež serbske žiwjenje tu we wsy. Młodźina swjećiw Bórkowach zapust, jutrowny woheń, mejestajenje a kokot.Česćujemy tež delnjoserbsku spisowaćelku Minu Witkojc, kiž jetu bydliła. Kulturny dom – „Dom zetkawanja“ – nosy jeje mjeno.Pola nas mamy tež wjesnu biblioteku a rjanu rumnosć zazarjadowanja.
Kóžde lěto w septembrje je w Bórkowach wulki wjesny swjedźeń.Na nim předstajeja rjemjeslnicy swoje dźěło a wikowarjo poskićujawšelake twory, jědźe a napoje. Kulturne programy so předstajejaa swjedźenski ćah ze wšelakimi wobrazami ćehnje po wsy.Na tajkich swjedźenjach widźiš přeco wjele žonow a holcoww serbskej narodnej drasće.",Knjeni Pankowa njebydli w Bórkowach.,"1 prawje
2 wopak",2,reading_A2_3
A2.1.L12,A2,"Bórkowy – moja ródna wjes
Rěkam Cornelia Pankowa. Sym so w Bórkowach narodźiła a dźensahišće tu bydlu. Sym nětko 36 lět stara a dźěłam jako marketingowasobudźěłaćerka w turistiskim běrowje. Lubuju swoje dźěło a swojudomiznu.
Bórkowy su idyliska wjes, přez cyłu wjes běži rěka Sprjewja a sodźěli do wjele rěčkow – do znatych Błótow. W lěću je tu přecowjele turistow. Woni čołmikuja, padluja, kolesuja abo sowuchodźuja.
Ale tež w zymje je tu rjenje. Mamy znatu termu, welnesoweposkitki we wšelakich hotelach, mały muzej a wjele móžnosćowza nakupowanje. Naša gmejna so tež wo kulturne zarjadowanjastara. Mamy tež serbske žiwjenje tu we wsy. Młodźina swjećiw Bórkowach zapust, jutrowny woheń, mejestajenje a kokot.Česćujemy tež delnjoserbsku spisowaćelku Minu Witkojc, kiž jetu bydliła. Kulturny dom – „Dom zetkawanja“ – nosy jeje mjeno.Pola nas mamy tež wjesnu biblioteku a rjanu rumnosć zazarjadowanja.
Kóžde lěto w septembrje je w Bórkowach wulki wjesny swjedźeń.Na nim předstajeja rjemjeslnicy swoje dźěło a wikowarjo poskićujawšelake twory, jědźe a napoje. Kulturne programy so předstajejaa swjedźenski ćah ze wšelakimi wobrazami ćehnje po wsy.Na tajkich swjedźenjach widźiš přeco wjele žonow a holcoww serbskej narodnej drasće.",Bórkowy su dźěl Błótow.,"1 prawje
2 wopak",1,reading_A2_3
A2.1.L13,A2,"Bórkowy – moja ródna wjes
Rěkam Cornelia Pankowa. Sym so w Bórkowach narodźiła a dźensahišće tu bydlu. Sym nětko 36 lět stara a dźěłam jako marketingowasobudźěłaćerka w turistiskim běrowje. Lubuju swoje dźěło a swojudomiznu.
Bórkowy su idyliska wjes, přez cyłu wjes běži rěka Sprjewja a sodźěli do wjele rěčkow – do znatych Błótow. W lěću je tu přecowjele turistow. Woni čołmikuja, padluja, kolesuja abo sowuchodźuja.
Ale tež w zymje je tu rjenje. Mamy znatu termu, welnesoweposkitki we wšelakich hotelach, mały muzej a wjele móžnosćowza nakupowanje. Naša gmejna so tež wo kulturne zarjadowanjastara. Mamy tež serbske žiwjenje tu we wsy. Młodźina swjećiw Bórkowach zapust, jutrowny woheń, mejestajenje a kokot.Česćujemy tež delnjoserbsku spisowaćelku Minu Witkojc, kiž jetu bydliła. Kulturny dom – „Dom zetkawanja“ – nosy jeje mjeno.Pola nas mamy tež wjesnu biblioteku a rjanu rumnosć zazarjadowanja.
Kóžde lěto w septembrje je w Bórkowach wulki wjesny swjedźeń.Na nim předstajeja rjemjeslnicy swoje dźěło a wikowarjo poskićujawšelake twory, jědźe a napoje. Kulturne programy so předstajejaa swjedźenski ćah ze wšelakimi wobrazami ćehnje po wsy.Na tajkich swjedźenjach widźiš přeco wjele žonow a holcoww serbskej narodnej drasće.",Knjeni Pankowa dźěła w „Domje zetkawanja“.,"1 prawje
2 wopak",2,reading_A2_3
A2.1.L14,A2,"Bórkowy – moja ródna wjes
Rěkam Cornelia Pankowa. Sym so w Bórkowach narodźiła a dźensahišće tu bydlu. Sym nětko 36 lět stara a dźěłam jako marketingowasobudźěłaćerka w turistiskim běrowje. Lubuju swoje dźěło a swojudomiznu.
Bórkowy su idyliska wjes, přez cyłu wjes běži rěka Sprjewja a sodźěli do wjele rěčkow – do znatych Błótow. W lěću je tu přecowjele turistow. Woni čołmikuja, padluja, kolesuja abo sowuchodźuja.
Ale tež w zymje je tu rjenje. Mamy znatu termu, welnesoweposkitki we wšelakich hotelach, mały muzej a wjele móžnosćowza nakupowanje. Naša gmejna so tež wo kulturne zarjadowanjastara. Mamy tež serbske žiwjenje tu we wsy. Młodźina swjećiw Bórkowach zapust, jutrowny woheń, mejestajenje a kokot.Česćujemy tež delnjoserbsku spisowaćelku Minu Witkojc, kiž jetu bydliła. Kulturny dom – „Dom zetkawanja“ – nosy jeje mjeno.Pola nas mamy tež wjesnu biblioteku a rjanu rumnosć zazarjadowanja.
Kóžde lěto w septembrje je w Bórkowach wulki wjesny swjedźeń.Na nim předstajeja rjemjeslnicy swoje dźěło a wikowarjo poskićujawšelake twory, jědźe a napoje. Kulturne programy so předstajejaa swjedźenski ćah ze wšelakimi wobrazami ćehnje po wsy.Na tajkich swjedźenjach widźiš přeco wjele žonow a holcoww serbskej narodnej drasće.",Kóžde druhe lěto je w Bórkowach wjesny swjedźeń. ,"1 prawje
2 wopak",2,reading_A2_3
A2.1.L15,A2,"Bórkowy – moja ródna wjes
Rěkam Cornelia Pankowa. Sym so w Bórkowach narodźiła a dźensahišće tu bydlu. Sym nětko 36 lět stara a dźěłam jako marketingowasobudźěłaćerka w turistiskim běrowje. Lubuju swoje dźěło a swojudomiznu.
Bórkowy su idyliska wjes, přez cyłu wjes běži rěka Sprjewja a sodźěli do wjele rěčkow – do znatych Błótow. W lěću je tu přecowjele turistow. Woni čołmikuja, padluja, kolesuja abo sowuchodźuja.
Ale tež w zymje je tu rjenje. Mamy znatu termu, welnesoweposkitki we wšelakich hotelach, mały muzej a wjele móžnosćowza nakupowanje. Naša gmejna so tež wo kulturne zarjadowanjastara. Mamy tež serbske žiwjenje tu we wsy. Młodźina swjećiw Bórkowach zapust, jutrowny woheń, mejestajenje a kokot.Česćujemy tež delnjoserbsku spisowaćelku Minu Witkojc, kiž jetu bydliła. Kulturny dom – „Dom zetkawanja“ – nosy jeje mjeno.Pola nas mamy tež wjesnu biblioteku a rjanu rumnosć zazarjadowanja.
Kóžde lěto w septembrje je w Bórkowach wulki wjesny swjedźeń.Na nim předstajeja rjemjeslnicy swoje dźěło a wikowarjo poskićujawšelake twory, jědźe a napoje. Kulturne programy so předstajejaa swjedźenski ćah ze wšelakimi wobrazami ćehnje po wsy.Na tajkich swjedźenjach widźiš přeco wjele žonow a holcoww serbskej narodnej drasće.",Na wjesnym swjedźenju su žony a holcy w serbskej narodnej drasće. ,"1 prawje
2 wopak",1,reading_A2_3
